no,name,category,city,address,place_id,rating,price,open hours,latitude,longitude,time_minutes,maps,user_id,url,deskripsi
73,Akuatik Park,park,Bogor,"9RX2+M7Q, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",ChIJVdsoqGbFaS4RIjK3D5yU4i4,4.6,21500,08.00 am - 04.00 pm,-6.6007929,106.800734,132,"https://www.google.com/maps/search/?api=1&query=-6.5985847,106.8016144",73,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F21.jpeg?alt=media&token=135dc9b2-3d83-42ee-b9d8-c6bab72bb1ea,Taman yang dilengkapi spot Instagramable dan lima kolam berisi aneka tumbuhan air.
74,Danau Gunting Kebun Raya Bogor,tourist_attraction,Bogor,"Kebun Raya Bogor Bogor Tengah, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",ChIJkbSRr8XFaS4RtXhmDR_7ITk,4.6,21500,08.00 am - 04.00 pm,-6.6003367,106.7978054,137,"https://www.google.com/maps/search/?api=1&query=-6.597146899999999,106.8060388",74,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F22.jpg?alt=media&token=0eb9ed09-929d-444f-9196-cbef7a7464cb,"Area ekosistem tanaman air dengan berbagai jenis populasi ikan air tawar di dalamnya. Selain itu letak kolam yang berada ditengah-tengah antara Istana Kepresidenan dengan wilayah Kebun Raya Bogor, menjadikan kolam gunting sebagai pembatas area manajemen diantara keduanya. Pada lokasi ini, pengunjung yang datang bisa menikmati pemandangan pulau kecil ditengahnya yang kerap dikunjungi banyak burung. "
75,Jembatan Gantung Sempur,tourist_attraction,Bogor,"Jl. Sempur Kaler No.72, RT.05/RW.01, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129, Indonesia",ChIJY2mFGcvFaS4R_GHYtmlXHq0,4.5,0,24 hours,-6.5887246,106.7975921,130,"https://www.google.com/maps/search/?api=1&query=-6.5885308,106.7978326",75,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F23.jpg?alt=media&token=c43d4d7d-7267-40fa-b589-1d0569c3bcb8,Jembatan Gantung Sempur Kaler Menghubungkan Sempur dan Lebak Kantin.
76,Taman Corat Coret,tourist_attraction,Bogor,"Achmad Adnawijaya St, RT.01/RW.15, Tegal Gundil, Bogor Utara, Bogor City, West Java 16152, Indonesia",ChIJ9U-nmILGaS4RNx_3jEeaOT4,4.4,0,08.00 am - 10.00 pm,-6.5820766,106.8176642,126,"https://www.google.com/maps/search/?api=1&query=-6.5833808,106.8175318",76,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F24.jpg?alt=media&token=f988c373-0186-49fd-8545-047ea0c0e611,"Taman kota kecil dengan mural warna-warni yang dilukis oleh seniman lokal, populer untuk swafoto & foto Instagram."
77,Kampung Labirin,tourist_attraction,Bogor,"Kp, Jl. Kb. Jukut Kelurahan, RT.01/RW.10, Babakan Ps., Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16126, Indonesia",ChIJM62_N4XFaS4RpOWeZ1cd4U0,4.6,0,10.00 am - 03.00 pm,-6.6080272,106.8065876,134,"https://www.google.com/maps/search/?api=1&query=-6.6093606,106.8066265",77,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F25.jpg?alt=media&token=786cff43-89f8-423a-80b7-b0f0a9d97736,"Desa bergaya tradisional yang menampilkan tur, kedai makanan kaki lima, dan atraksi budaya."
78,Kampoeng Air Katulampa,tourist_attraction,Bogor,"Jalan Bendung, Jl. Katulampa Raya No.45, RT.04/RW.19, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",ChIJDen__9bFaS4R5O3q3Re5fCs,4.3,15000,08.00 am - 06.00 pm,-6.6332264,106.8349885,140,"https://www.google.com/maps/search/?api=1&query=-6.625222399999999,106.8279985",78,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F26.jpg?alt=media&token=5ed1775b-477c-44ad-80ae-786bb3344949,"Destinasi tepi pantai pedesaan untuk berkemah, memancing, dan olahraga petualangan seperti arung jeram & paintball."
79,Museum Perjoangan Bogor,museum,Bogor,"CQ4Q+5W, Jl. Merdeka No.56, RT.04/RW.01, Kp. Parung Jambu, Ciwaringin, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16124, Indonesia",ChIJmyfSU7HFaS4RecWIdg-NQZY,4.6,10000,08.00 am - 04.00 pm,-6.5930813,106.7879948,126,"https://www.google.com/maps/search/?api=1&query=-6.594376,106.788526",79,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F27.jpeg?alt=media&token=7b176b33-b723-4655-b200-3796df96d9b5,"Museum Perjoeangan merupakan sebuah museum yang menyimpan koleksi benda-benda bersejarah dan cerita perjuangan para pahlawan, khususnya di Bogor."
80,Prasasti Batu Tulis,tourist_attraction,Bogor,"Jl. Batu Tulis No.54, RT.02/RW.02, Batutulis, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16133, Indonesia",ChIJ8cJOHgvIaS4RNxQ98ge8T0k,4.6,0,08.00 am - 05.00 pm,-6.6236589,106.8089952,142,"https://www.google.com/maps/search/?api=1&query=-6.6235092,106.8090611",80,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F28.jpg?alt=media&token=254dc2ce-2bb5-4988-a2e0-af8f027f5a5b,"Prasasti Batutulis adalah sebuah prasasti Kerajaan Sunda Kuno berangka tahun 1533 yang terletak di Desa Batutulis, Bogor Selatan, Jawa Barat. Prasasti Batutulis terletak di situs kuno ibu kota Pakuan Pajajaran, Batutulis berarti 'batu bertuliskan', batu inilah yang masih ada di tempat tersebut, yang memberi nama desa tersebut."
81,Museum of Zoology (Museum Zoologicum Bogoriense),tourist_attraction,Bogor,"Jl. Ir. H. Juanda No.9, RT.04/RW.02, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16911, Indonesia",ChIJaexB8GPsaS4RaOHJqPy5AaQ,4.5,20000,08.00 am - 05.00 pm,-6.6036134,106.7969367,130,"https://www.google.com/maps/search/?api=1&query=-6.6032562,106.7980464",81,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F29.jpeg?alt=media&token=e77142d1-c2e2-4b87-ac19-b49dd6381aba,"Museum Zoologi Bogor adalah sebuah museum yang terletak di sebelah pintu masuk utama Kebun Raya Bogor di kota Bogor, Indonesia. Museum dan laboratoriumnya didirikan pada tahun 1894 oleh pemerintah Hindia Belanda pada masa penjajahan."
82,The Bucketlist Indonesia,museum,Bogor,"Jl. R. H. Moh. Tohir No.1, RT.07/RW.10, Tanah Baru, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16154, Indonesia",ChIJPZ5AxkfFaS4R1dDhQlyVlGM,4.9,60000,10.00 am - 06.00 pm,-6.5911987,106.8158253,128,"https://www.google.com/maps/search/?api=1&query=-6.591338599999999,106.8157252",82,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F30.jpeg?alt=media&token=93ec92fc-71f5-454a-8cf6-276b4bb88c3c,"Museum bola basket dengan galeri memorabilia yang apik, pameran bergilir, lapangan dalam ruangan & kafe."
83,Museum Kepresidenan Balai Kirti,museum,Bogor,"Jl. Ir. H. Juanda No.1, RT.04/RW.01, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122, Indonesia",ChIJkxn058fFaS4R8WTW3uR4qbk,4.7,0,09.00 am - 03.00 pm,-6.5984239,106.7944124,124,"https://www.google.com/maps/search/?api=1&query=-6.598368799999999,106.7944239",83,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F31.jpg?alt=media&token=e75b797a-25a8-49f2-ad51-603c3449569f,Museum yang berada di dalam kebun raya ini didedikasikan untuk para presiden Indonesia terdahulu.
84,Museum Tanah dan Pertanian,museum,Bogor,"Jl. Ir. H. Juanda No.98, RT.01/RW.01, Gudang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16123, Indonesia",ChIJ724ZI8HFaS4RSdP_O099Xdg,4.7,0,09.00 am - 04.00 pm,-6.6037032,106.7978677,126,"https://www.google.com/maps/search/?api=1&query=-6.6038375,106.797568",84,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F32.png?alt=media&token=f6331e4c-6613-4749-8d71-39ba29f93f00,Museum Tanah dan Pertanian merupakan tempat wisata edukatif yang berisi berbagai jenis tanah dan fosil batuan.
85,Bukit Alesano,tourist_attraction,Bogor,"7QVG+2RG, Unnamed Road, Cijeruk, Kec. Cijeruk, Kabupaten Bogor, Jawa Barat 16740, Indonesia",ChIJRTe_-H_OaS4RYZyJPNtRmhg,3.9,25000,24 hours,-6.7074452,106.7770772,162,"https://www.google.com/maps/search/?api=1&query=-6.679462699999999,106.8060388",85,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F33.jpg?alt=media&token=4e3babe3-0260-4a88-b566-6a88625f1d58,"Gundukan berumput yang populer dengan pemandangan kota Bogor & sawah & perbukitan di dekatnya, serta bumi perkemahan."
86,Nangka Waterfall,tourist_attraction,Bogor,"8PMG+RX6, Sukajadi, Tamansari, Bogor Regency, West Java 16370, Indonesia",ChIJUzxTq9XPaS4RKRG_pEF2QvY,4.3,27000,24 hours,-6.6690656,106.7264075,153,"https://www.google.com/maps/search/?api=1&query=-6.638676299999999,106.7205154",86,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F34.jpg?alt=media&token=eca4a48a-9b11-4fc0-bc30-d8c3a3eeed4f,"Air terjun yang indah di area hutan, dengan kolam kecil di bagian bawah untuk bermain air."
87,Ecoart Park Sentul City,tourist_attraction,Bogor,"CRJW+G86, Cipambuan, Babakan Madang, Bogor Regency, West Java 16810, Indonesia",ChIJxYnywOvGaS4ROa3KM3B0lPg,4.3,0,07.00 am - 10.00 pm,-6.5687222,106.8457512,116,"https://www.google.com/maps/search/?api=1&query=-6.5624208,106.8443875",87,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F35.jpg?alt=media&token=ed44ed0f-5123-4dd9-a5a3-043d4382083c,Karya seni daur ulang tersebar di sekitar taman ini dengan tujuan untuk mengajarkan tentang isu-isu ekologi.
88,Kaulinan Park Bogor,tourist_attraction,Bogor,"Jl. Sempur No.1, RT.01/RW.01, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129, Indonesia",ChIJP90yAMzFaS4R6qhwfcYyz8A,4.6,0,05.00 am - 10.00 pm,-6.5921584,106.8003088,126,"https://www.google.com/maps/search/?api=1&query=-6.5909733,106.8009442",88,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F36.JPG?alt=media&token=2de07f74-9d27-4e8a-819f-594adb45e304,Taman Kaulinan memfasilitasi kegiatan bermain dan mengembangkan kemampuan motorik anak.
89,Tepas Salapan Lawang Dasakreta,tourist_attraction,Bogor,"9RX4+H4C, RT.04/RW.02, Paledang, Bogor Tengah, Bogor City, West Java 16122, Indonesia",ChIJRYWXKgLFaS4RXhF2-G9qbEw,4.7,0,24 hours,-6.6010597,106.8052666,128,"https://www.google.com/maps/search/?api=1&query=-6.5985847,106.8016144",89,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F37.jpg?alt=media&token=3bc5e3ba-4066-48ff-8a27-1b39f290c886,"Simbol filosofi utama Pakuan Pajajaran yakni 'Silih Asih, Silih Asah, Silih Asuh'."
90,Tirtania WaterPark,tourist_attraction,Bogor,"Jalan R.E. Sumantadiredja Komplek Pamoyanan Hijau, RT.02/RW.08, Pamoyanan, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16136, Indonesia",ChIJle8adkXPaS4RJOondOi8PDw,4.3,35000,08.00 am - 06.00 pm,-6.6408809,106.8054381,145,"https://www.google.com/maps/search/?api=1&query=-6.646039,106.806316",90,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F38.jpg?alt=media&token=fa27ea6a-ddb0-4ac7-86f0-92108514c97c,Tirtania Waterpark taman wisata air yang terletak di daerah pamoyanan Bogor.
91,Kampoeng Wisata Cinangneng,tourist_attraction,Bogor,"CPM6+JHG, Jl. Babakan Kemang, RT.1/RW.2, Cihideung Udik, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620, Indonesia",ChIJSU0oJkbbaS4Rh1AyD5vUkEQ,4.4,110000,08.00 am - 05.00 pm,-6.5659313,106.7114553,133,"https://www.google.com/maps/search/?api=1&query=-6.6011302,106.699925",91,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F39.jpg?alt=media&token=87207c31-1c7b-4302-abcc-fac0ad09ea0f,"Desa budaya dengan kegiatan memandikan kerbau dan menanam padi, serta kelas seni dan tari untuk anak-anak."
92,Sumber Karya Indah - SKI Bogor,amusement_park,Bogor,"Jl. Katulampa Raya No.6, RT.06/RW.01, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",ChIJC3zOy6fIaS4RCUVWKT_NuXY,4.3,30000,09.00 am - 05.00 pm,-6.6217646,106.8214054,132,"https://www.google.com/maps/search/?api=1&query=-6.629766,106.8297315",92,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F40.jpg?alt=media&token=bbbef068-cb95-4ba1-8de2-e6c2882e0220,"SKI Bogor merupakan salah satu tempat belanja favorit yang memiliki wahana permainan air di Kutulampa, Bogor Timur."
93,Museum PETA,museum,Bogor,"Jl. Jend. Sudirman No.35, RT.01/RW.05, Pabaton, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121, Indonesia",ChIJYy-L1MrFaS4RHB3fy_H_xxw,4.6,10000,08.00 am - 05.00 pm,-6.5851731,106.796318,123,"https://www.google.com/maps/search/?api=1&query=-6.585197699999999,106.795554",93,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F41.jpg?alt=media&token=4a6793f8-dd89-421e-8432-b851eee3afc4,Bangunan dari abad ke-18 ini menyimpan artefak dan pajangan yang mendokumentasikan sejarah militer Indonesia.
94,Museum Pasir Angin,tourist_attraction,Bogor,"Cemplang, Cibungbulang, Bogor Regency, West Java 16630, Indonesia",ChIJI-B73NzbaS4RrcmFDueE-Ik,4.1,0,09.00 am - 04.00 pm,-6.5754279,106.6398209,140,"https://www.google.com/maps/search/?api=1&query=-6.560859300000001,106.6645007",94,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F42.jpg?alt=media&token=c09ecf0e-5fca-4a2a-8fe7-3aa6050ab99c,Museum pasir angin merupakan sebuah komplek situs yang pernah dihuni pada masa logam antara tahun 600-200 Masehi dan menjadi objek wisata cagar alam di Kabupaten Bogor.
95,Lulu Trick Eye Museum,museum,Bogor,"Jl. Raya Puncak - Cianjur No.412, Cilember, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia",ChIJyVzJ9ybIaS4RuJneHxv0R-0,4.4,35000,08.00 am - 09.00 pm,-6.6525968,106.908232,159,"https://www.google.com/maps/search/?api=1&query=-6.6524769,106.9093231",95,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F43.jpeg?alt=media&token=a4c99e4d-1d55-45f9-9ee8-b7248af0e7c1,Museum yang menampilkan lukisan-lukisan 3D untuk berfoto-foto bersama trik-trik lukisan 3D tersebut. Tempat wisata ini cocok untuk liburan bersama keluarga atau teman-teman.
96,Prasasti Ciaruteun Estuary Epigraph,museum,Bogor,"Ciaruteun Ilir, Cibungbulang, Bogor Regency, West Java 16630, Indonesia",ChIJVVVVVVncaS4R2ezg6cSZJVE,4.5,0,08.00 am - 04.00 pm,-6.5277203,106.6912476,125,"https://www.google.com/maps/search/?api=1&query=-6.542566799999999,106.6733441",96,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F44.jpg?alt=media&token=8ed2f9e4-96e0-4cc5-b662-0d73b631bdd7,"Prasasti Ciaruteun juga ditulis Ciarutön atau juga dikenal sebagai Prasasti Ciampea adalah prasasti batu abad ke-5 yang ditemukan di dasar Sungai Ciaruteun, anak Sungai Cisadane, tidak jauh dari Bogor, Jawa Barat, Indonesia."
97,JungleLand Adventure Theme Park,tourist_attraction,Bogor,"Kawasan Sentul Nirwana, Jl. Jungle Land No.1, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",ChIJfZPOSwnHaS4R3RU11mzO20o,4.4,165000,09.00 am - 06.00 pm,-6.5722214,106.8947026,125,"https://www.google.com/maps/search/?api=1&query=-6.572898100000001,106.8937032",97,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F45.jpg?alt=media&token=85796f2e-98f7-4996-866f-bc871231bc2a,"Taman hiburan langsung yang menampilkan wahana klasik, termasuk bianglala dan mobil-mobilan."
98,Water Park SKI,tourist_attraction,Bogor,"Wisata SKI Tajur, Jl. Katulampa Raya No.06, RT.06/RW.01, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",ChIJSx-bewHGaS4R7RJlmpoa2l0,4.4,50000,08.00 am - 05.00 pm,-6.6228706,106.8223211,134,"https://www.google.com/maps/search/?api=1&query=-6.6248147,106.8279607",98,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F46.jpg?alt=media&token=9b37c1bb-d64a-41c6-b0f7-1ca1e7964e7f,"Taman air yang sederhana dan ringkas dengan kolam renang anak-anak, wahana permainan yang berorientasi pada anak-anak & taman bermain."
99,Marcopolo Water Adventure,tourist_attraction,Bogor,"Jl. Bukit Cimanggu City Raya Jl. Sholeh Iskandar, RT.01/RW.11, Cibadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16168, Indonesia",ChIJs2bE54TDaS4Rj8AZ23fXmB0,4.5,37000,07.00 am - 09.00 pm,-6.5475252,106.7826826,114,"https://www.google.com/maps/search/?api=1&query=-6.547125,106.7742802",99,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F47.jpg?alt=media&token=478b6134-762e-4b8f-bb32-280a0e6da7fd,"Atraksi keluarga yang menampilkan kolam renang dengan seluncuran air, area bermain air untuk anak-anak & loker."
100,D'Kandang Depok,tourist_attraction,Depok,"Jl. Penarikan No.RT 01 / 02, Pasir Putih, Kec. Sawangan, Kota Depok, Jawa Barat 16519, Indonesia",ChIJ66kabaXpaS4RFX0LDLpU5aY,4.3,20000,08.00 am - 05.00 pm,-6.4158763,106.7845676,77,"https://www.google.com/maps/search/?api=1&query=-6.416249,106.783599",100,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F1.%20DKandang-Amazing-Farm.jpg?alt=media&token=07e624d5-8e67-47f5-b791-183e1cd680e7,"Pusat rekreasi dengan hewan ternak & pameran tanaman, ATV dan kursus memanah."
101,Situ Rawa Besar Depok,tourist_attraction,Depok,"Jl. Pakis No.106, Depok Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16432, Indonesia",ChIJ08ANi1fpaS4Rz0-QBWQC9z4,4.5,0,08.00 am - 06.00 pm,-6.3918738,106.8160162,67,"https://www.google.com/maps/search/?api=1&query=-6.3911221,106.816232",101,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F2.%20Situ%20Rawa%20Besar.jpg?alt=media&token=a5ae740e-afd9-4017-b576-5691c3f9643f,"Situ Rawa Besar atau Situ Lio merupakan salah satu situ/setu/danau buatan yang cukup besar berlokasi di tengah kota Depok, akses menuju ke sini mudah karena dekat dengan Terminal Depok dan Stasiun Depok Baru. Belum lama ini sudah dilakukan revitalisasi oleh Pemerintah Depok dan Jawa Barat disekitaran danau sehingga terdapat beberapa fasilitas baru untuk rekreasi. Danau ini biasa dimanfaatkan warga untuk wisata air, tempat memancing, atau bahkan sekadar menikmati pemandangan saja. Semoga tempat ini bisa tetap terawat fasilitasnya dan tetap terjaga kebersihannya."
102,Lembah Mawar Depok,park,Depok,"Jl. Mawar Raya, Depok Jaya, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16432, Indonesia",ChIJf7Q9dFrpaS4R3tBwjmnFbzY,4.5,0,06.00 am - 06.00 pm,-6.3922489,106.8100607,107,"https://www.google.com/maps/search/?api=1&query=-6.3920947,106.8120698",102,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F3.%20Taman%20Lembah%20Mawar.jpeg?alt=media&token=c77a6cff-91c8-40d5-a69b-d3bf158473b4,"Salah satu kawasan hijau di kawasan Depok jaya, berada di jalan mawar itulah alasan kenapa taman ini di namai lembah mawar, suasananya sejuk dan kelilingi pohon yang rindang serta danaw yang menjadi landmark nya ada lapangan bendera di ujung depan taman , banyak pojok Instagramable yang menambah kesejukan mata di kota Depok yang padat, ada joging track nya yang di kelilingi pepohonan"
103,Taman Wisata Pasir Putih,amusement_park,Depok,"Jl. Garuda Raya No.1, RT.01/RW.07, Pasir Putih, Kec. Sawangan, Kota Depok, Jawa Barat 16519, Indonesia",ChIJ33QwtaTpaS4Ry_F-np_4lKY,4.3,15000,09.00 am - 05.00 pm,-6.4330627,106.787352,72,"https://www.google.com/maps/search/?api=1&query=-6.438462299999999,106.7856652",103,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F4.%20Taman%20Wisata%20Pasir%20Putih.jpg?alt=media&token=0acd2483-d922-400e-b585-21a3ff602bcd,"Taman rekreasi air keluarga dengan kolam renang outdoor, seluncuran air, taman bermain, dan kedai makanan."
104,Taman wisata permata buana,tourist_attraction,Depok,"Jl. H. Hanafi No.33, Serua, Kec. Bojongsari, Kota Depok, Jawa Barat 16517, Indonesia",ChIJYfd_bUnvaS4RSOmItPzSY-g,4.6,100000,06.00 am - 09.00 pm,-6.3774347,106.7433646,66,"https://www.google.com/maps/search/?api=1&query=-6.3791163,106.7409424",104,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F5.%20Taman%20wisata%20permata%20buana.jpg?alt=media&token=357b0f28-6081-4d91-a56e-d4c834adf779,"Tempat wisata di Depok yang menawarkan konsep alam ini bisa menjadi pilihan untuk berpiknik bersama keluarga dan anak-anak. Taman Wisata Permata Buana merupakan area yang luas, dengan dilengkapi berbagai fasilitas seperti kolam renang, area bermain anak, lapangan futsal, lapangan basket dll. Terdapat pula pondok-pondok yang bisa disewa wisatawan untuk menginap. Suasana asri dan alami dengan udara sejuk pun bisa dirasakan, dengan adanya pepohonan yang tumbuh didalamnya. Tempat ini juga sangat cocok untuk menyelenggarakan acara kantor, gathering, aktivitas outdoor, pelatihan dll."
105,UI Park,park,Depok,"JRWH+74C, Kampus UI, RW.3, Srengseng Sawah, Kec. Jagakarsa, Kota Depok, Jawa Barat 10550, Indonesia",ChIJ17KQmiTsaS4RajHfopAS3oE,4.7,0,24 hours,-6.3543155,106.8277609,51,"https://www.google.com/maps/search/?api=1&query=-6.35338,106.83238",105,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F6.%20UI%20Park.jpg?alt=media&token=12c592a8-a90a-4c0e-9789-bfdb94f27053,"Taman universitas luas dengan jalur rindang & pusat latihan golf, populer untuk bersepeda dan berjalan-jalan."
106,Pondok Zidane,amusement_park,Depok,"Jalan Kekupu Blok, Blok Porek 1, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519, Indonesia",ChIJrTvU_a3paS4RYvSPxYAdQ0U,4.3,110000,08.00 am - 04.00 pm,-6.4334188,106.7761686,79,"https://www.google.com/maps/search/?api=1&query=-6.4324316,106.7765731",106,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F7.%20Pondok%20Zidane.jpg?alt=media&token=7c78e7bf-a601-4b89-9e68-538314eaaddd,"Pusat aktivitas luar ruangan yang alami dengan kolam renang, rintangan ketinggian, game, berkemah, penginapan."
107,Danau Kenanga,park,Depok,"Jl. Prof. DR. Mahar Mardjono, Pondok Cina, Kecamatan Beji, Kota Depok, Jawa Barat 16424, Indonesia",ChIJvYVjmBDsaS4RZupdrhOPC7Y,4.7,4000,08.00 am - 06.00 pm,-6.3667538,106.8302115,56,"https://www.google.com/maps/search/?api=1&query=-6.369138,106.8290534",107,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F8.%20Danau%20Kenanga.jpg?alt=media&token=875cacf2-d614-426f-af53-7d665d6f3d11,"Danau ini berada di kawasan kampus Universitas Indonesia (UI), tepatnya belakang gedung rektorat. Untuk kesini jika naik KRL lebih dekat turun di stasiun pondok cina. Disini tempatnya cukup sejuk di pagi atau sore hari karena masih banyak pohon disekitarnya. Danaunya pun rutin dibersihkan sehingga tampak bersih. Kalau akhir minggu di kawasan ini ramai, banyak orang berolahraga. Ada juga yang main2 bersama keluarganya."
108,Taman Herbal Insani Depok,park,Depok,"Jl. Kp. Kandang Duren Seribu, Duren Seribu, Kec. Bojongsari, Kota Depok, Jawa Barat 16518, Indonesia",ChIJ7UyNsKPpaS4RjOyOTzMGzUY,4.4,30000,08.00 am - 05.00 pm,-6.4329896,106.7413136,75,"https://www.google.com/maps/search/?api=1&query=-6.4285139,106.7434439",108,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F9.%20Taman%20Herbal%20Insani%20Depok.jpg?alt=media&token=e92c9d35-a330-486e-8220-f66616cb3b92,"Taman bertema herbal dengan kolam renang, aktivitas panahan, dan informasi terkait tanaman obat."
109,Taman Pemuda Pratama,amusement_park,Depok,"Tanah Baru, Beji, Depok City, West Java 16426, Indonesia",ChIJhfOad7ruaS4RJrUCGqCCc-Q,4.5,0,08.00 am - 05.00 pm,-6.370957,106.802259,66,"https://www.google.com/maps/search/?api=1&query=-6.374008,106.8030892",109,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F10.%20Taman%20Pemuda%20Pratama.jpg?alt=media&token=be831684-85c8-404f-91e6-735b730b3565,"Tmepat wisata berenang, wahana ATV dan paintball di kompleks rekreasi outdoor yang bercat cerah dan cocok untuk keluarga."
110,Dian Al-Mahri Golden Dome Mosque,mosque,Depok,"pos security kubah emas, Jl. Meruyung Raya, Meruyung, Kec. Limo, kota, Jawa Barat 16515, Indonesia",ChIJPeADKyjvaS4R0ikypE5lPHo,4.7,0,03.40 am - 08.00 pm,-6.3839091,106.7719375,67,"https://www.google.com/maps/search/?api=1&query=-6.3801133,106.773595",110,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F11.%20Dian%20Al-Mahri%20Golden%20Dome%20Mosque.jpg?alt=media&token=4752976a-39c0-44fb-811d-544758fe4372,"Masjid besar di lingkungan hijau, dengan kubah emas dan menara yang menghadap ke halaman bertiang."
111,Setu Bojongsari,tourist_attraction,Depok,"Gg. Enam No.88, Kedaung, Kec. Sawangan, Kota Depok, Jawa Barat 16516, Indonesia",ChIJiabJm8zoaS4RJJY9x5f_lZU,4.4,0,24 hours,-6.3853876,106.7566751,68,"https://www.google.com/maps/search/?api=1&query=-6.3852813,106.7564227",111,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Depok%2F12.%20Setu%20Bojongsari.jpg?alt=media&token=3a4b647e-b318-48d3-9c98-220dfe16f869,"Danau yang juga dikenal dengan Setu Sawangan ini juga merupakan spot memancing favorit di Depok. Untuk wisatawan yang hobi hunting foto landscape, danau ini juga menawarkan beberapa spot menarik untuk dipotret."
